day,direction,reason,dte,S0,S1,intrinsic_pnl,net0_10,net1_10,mtm_10,net0_12,net1_12,mtm_12,net0_15,net1_15,mtm_15,net0_20,net1_20,mtm_20
2025-11-04,SHORT,TARGET,0,25705.7,25655.7,42.5,-0.2,1.65,1.85,-3.38,-1.55,1.83,-7.04,-5.35,1.69,-11.14,-9.72,1.42
2025-12-02,SHORT,STOP,0,26075.1,26100.1,-7.5,-3.1,1.0,4.1,-6.33,-2.28,4.05,-9.78,-6.07,3.71,-13.44,-10.36,3.09
2025-12-04,LONG,TARGET,5,26028.3,26078.3,42.5,-13.39,-13.26,0.13,-15.18,-15.07,0.11,-17.02,-16.93,0.09,-18.87,-18.8,0.07
2025-12-05,LONG,TARGET,4,26024.35,26074.35,42.5,-15.05,-14.9,0.14,-16.62,-16.51,0.12,-18.21,-18.12,0.09,-19.79,-19.72,0.07
2025-12-10,LONG,TARGET,6,25878.15,25928.15,42.5,-14.13,-14.03,0.1,-15.82,-15.74,0.08,-17.53,-17.47,0.07,-19.25,-19.2,0.05
2025-12-10,SHORT,STOP,6,25852.95,25877.95,-7.5,-15.15,-16.4,-1.24,-16.79,-17.85,-1.06,-18.47,-19.34,-0.86,-20.2,-20.86,-0.65
2025-12-11,SHORT,STOP,5,25714.0,25739.0,-7.5,-13.83,-15.1,-1.27,-15.66,-16.75,-1.09,-17.54,-18.44,-0.9,-19.48,-20.17,-0.69
2025-12-11,LONG,STOP,5,25813.05,25788.05,-7.5,-15.14,-13.61,1.53,-16.7,-15.38,1.31,-18.26,-17.19,1.08,-19.82,-19.0,0.82
2025-12-16,SHORT,TARGET,0,25906.1,25856.1,42.5,-0.31,1.54,1.85,-3.48,-1.65,1.83,-7.13,-5.45,1.68,-11.21,-9.8,1.41
2025-12-26,SHORT,TARGET,4,26090.6,26040.6,42.5,-14.33,-14.14,0.2,-16.1,-15.93,0.17,-17.9,-17.76,0.14,-19.75,-19.65,0.11
2025-12-29,SHORT,TARGET,1,26037.25,25987.25,42.5,-8.45,-7.73,0.72,-11.02,-10.39,0.63,-13.71,-13.18,0.53,-16.51,-16.1,0.41
2026-01-08,SHORT,TARGET,5,26091.7,26041.7,42.5,-15.21,-15.06,0.15,-16.84,-16.71,0.13,-18.51,-18.41,0.11,-20.23,-20.15,0.08
2026-01-16,LONG,TARGET,4,25739.25,25789.25,42.5,-12.84,-12.67,0.17,-14.73,-14.59,0.14,-16.66,-16.54,0.12,-18.6,-18.52,0.09
2026-01-30,LONG,STOP,4,25283.4,25258.4,-7.5,-12.3,-13.59,-1.29,-14.26,-15.38,-1.13,-16.27,-17.2,-0.94,-18.3,-19.03,-0.72
2026-01-30,SHORT,STOP,4,25245.85,25270.85,-7.5,-13.36,-11.63,1.73,-15.27,-13.75,1.51,-17.22,-15.96,1.26,-19.23,-18.26,0.97
2026-02-06,SHORT,TARGET,4,25552.35,25502.35,42.5,-13.4,-13.19,0.21,-15.29,-15.11,0.18,-17.24,-17.09,0.15,-19.25,-19.13,0.12
2026-02-06,LONG,TARGET,4,25593.0,25643.0,42.5,-12.73,-12.55,0.18,-14.63,-14.48,0.15,-16.58,-16.46,0.12,-18.55,-18.46,0.09
2026-02-18,SHORT,STOP,6,25665.45,25690.45,-7.5,-14.56,-15.77,-1.21,-16.28,-17.32,-1.04,-18.06,-18.9,-0.85,-19.88,-20.53,-0.65
2026-02-19,SHORT,TARGET,5,25772.85,25722.85,42.5,-13.37,-13.2,0.18,-15.26,-15.11,0.15,-17.21,-17.09,0.13,-19.23,-19.13,0.1
2026-05-14,SHORT,STOP,5,23464.45,23489.45,-7.5,-12.78,-14.15,-1.36,-14.76,-15.94,-1.18,-16.8,-17.78,-0.98,-18.92,-19.67,-0.75
2026-05-14,LONG,STOP,5,23668.6,23643.6,-7.5,-14.43,-12.75,1.68,-16.1,-14.65,1.45,-17.78,-16.59,1.19,-19.46,-18.55,0.91
2026-06-11,LONG,TARGET,5,23115.7,23165.7,42.5,-14.26,-14.14,0.12,-15.95,-15.85,0.1,-17.66,-17.58,0.08,-19.36,-19.3,0.06
2026-06-12,SHORT,STOP,4,23346.55,23371.55,-7.5,-12.73,-10.95,1.78,-14.73,-13.16,1.56,-16.78,-15.47,1.31,-18.9,-17.89,1.01
2026-06-23,LONG,STOP,0,24131.3,24106.3,-7.5,1.54,1.97,0.43,-1.44,-1.39,0.05,-5.09,-5.28,-0.19,-9.36,-9.66,-0.31
2026-06-23,SHORT,TARGET,0,23982.65,23932.65,42.5,3.87,7.42,3.55,0.26,3.83,3.57,-3.93,-0.57,3.36,-8.67,-5.79,2.87
