n,wr,pf,total,avg,sharpe,n1,wr1,sh1,n2,wr2,sh2,signals,vehicle,side,passed
47,46.8,1.07,13.9,0.29,0.42,23,34.8,-1.09,24,58.3,1.59,g60_35_1015,mtm_20_10,PE,False
46,58.7,1.06,10.0,0.22,0.42,23,56.5,0.71,23,60.9,0.14,g55_18_1015,trail_8_4,PE,False
38,52.6,1.06,10.0,0.26,0.41,19,57.9,1.97,19,47.4,-0.62,g62_25_1000,trail_10_4,PE,False
38,52.6,1.06,10.0,0.26,0.41,19,57.9,1.97,19,47.4,-0.62,g62_28_1000,trail_10_4,PE,False
38,52.6,1.06,10.0,0.26,0.41,19,57.9,1.97,19,47.4,-0.62,g65_25_1000,trail_10_4,PE,False
38,52.6,1.06,10.0,0.26,0.41,19,57.9,1.97,19,47.4,-0.62,g65_28_1000,trail_10_4,PE,False
48,56.2,1.06,10.6,0.22,0.41,24,50.0,-0.82,24,62.5,1.47,g58_25_1015,trail_8_4,PE,False
48,56.2,1.06,10.6,0.22,0.41,24,50.0,-0.82,24,62.5,1.47,g58_28_1015,trail_8_4,PE,False
46,45.7,1.06,13.2,0.29,0.4,23,34.8,-1.09,23,56.5,1.59,g62_30_1015,mtm_20_10,PE,False
46,45.7,1.06,13.2,0.29,0.4,23,34.8,-1.09,23,56.5,1.59,g62_35_1015,mtm_20_10,PE,False
46,45.7,1.06,13.2,0.29,0.4,23,34.8,-1.09,23,56.5,1.59,g65_30_1015,mtm_20_10,PE,False
46,45.7,1.06,13.2,0.29,0.4,23,34.8,-1.09,23,56.5,1.59,g65_35_1015,mtm_20_10,PE,False
49,46.9,1.06,12.3,0.25,0.39,25,36.0,-1.25,24,58.3,1.96,g58_30_1015,mtm_16_8,PE,False
49,46.9,1.06,12.3,0.25,0.39,25,36.0,-1.25,24,58.3,1.96,g58_35_1015,mtm_16_8,PE,False
48,58.3,1.06,9.7,0.2,0.39,25,56.0,0.65,23,60.9,0.14,g50_18_1015,trail_8_4,PE,False
45,57.8,1.06,9.0,0.2,0.37,23,52.2,-1.5,22,63.6,1.72,g58_22_1015,trail_8_5,PE,False
44,54.5,1.06,7.5,0.17,0.36,22,59.1,0.67,22,50.0,0.16,g55_30_1000,trail_6_3,PE,False
44,54.5,1.06,7.5,0.17,0.36,22,59.1,0.67,22,50.0,0.16,g55_35_1000,trail_6_3,PE,False
51,47.1,1.05,11.0,0.22,0.35,26,57.7,5.15,25,36.0,-5.61,g50_30_0945,mtm_12_8,PE,False
51,47.1,1.05,11.0,0.22,0.35,26,57.7,5.15,25,36.0,-5.61,g50_35_0945,mtm_12_8,PE,False
43,51.2,1.06,8.9,0.21,0.35,23,52.2,1.76,20,50.0,-0.67,g50_22_1000,trail_10_4,PE,False
46,50.0,1.05,8.2,0.18,0.31,23,43.5,0.88,23,56.5,-0.26,g55_18_1015,mtm_12_8,PE,False
39,48.7,1.04,6.8,0.18,0.3,19,63.2,7.28,20,35.0,-8.31,g58_22_0945,mtm_12_8,PE,False
39,48.7,1.04,6.8,0.18,0.3,19,63.2,7.28,20,35.0,-8.31,g60_22_0945,mtm_12_8,PE,False
42,59.5,1.05,6.7,0.16,0.3,21,57.1,-0.17,21,61.9,0.63,g58_18_1015,trail_8_5,PE,False
44,52.3,1.05,7.8,0.18,0.29,22,54.5,1.51,22,50.0,-0.49,g55_30_1000,trail_10_4,PE,False
44,52.3,1.05,7.8,0.18,0.29,22,54.5,1.51,22,50.0,-0.49,g55_35_1000,trail_10_4,PE,False
47,55.3,1.04,6.8,0.14,0.26,23,47.8,-1.17,24,62.5,1.47,g60_30_1015,trail_8_4,PE,False
47,55.3,1.04,6.8,0.14,0.26,23,47.8,-1.17,24,62.5,1.47,g60_35_1015,trail_8_4,PE,False
40,57.5,1.04,5.4,0.14,0.24,19,68.4,5.79,21,47.6,-4.55,g55_18_0945,trail_10_4,PE,False
38,47.4,1.03,5.4,0.14,0.24,19,63.2,7.28,19,31.6,-8.81,g62_22_0945,mtm_12_8,PE,False
38,47.4,1.03,5.4,0.14,0.24,19,63.2,7.28,19,31.6,-8.81,g65_22_0945,mtm_12_8,PE,False
49,49.0,1.03,7.0,0.14,0.24,25,40.0,-0.59,24,58.3,1.08,g58_30_1015,mtm_12_8,PE,False
49,49.0,1.03,7.0,0.14,0.24,25,40.0,-0.59,24,58.3,1.08,g58_35_1015,mtm_12_8,PE,False
51,54.9,1.04,6.6,0.13,0.24,26,50.0,-0.43,25,60.0,0.83,g60_x_1015,trail_8_4,PE,False
46,54.3,1.04,6.2,0.13,0.24,23,47.8,-1.17,23,60.9,1.46,g62_30_1015,trail_8_4,PE,False
46,54.3,1.04,6.2,0.13,0.24,23,47.8,-1.17,23,60.9,1.46,g62_35_1015,trail_8_4,PE,False
46,54.3,1.04,6.2,0.13,0.24,23,47.8,-1.17,23,60.9,1.46,g65_30_1015,trail_8_4,PE,False
46,54.3,1.04,6.2,0.13,0.24,23,47.8,-1.17,23,60.9,1.46,g65_35_1015,trail_8_4,PE,False
52,46.2,1.03,7.6,0.15,0.23,26,34.6,-1.43,26,57.7,1.73,g55_25_1015,mtm_16_8,PE,False
52,46.2,1.03,7.6,0.15,0.23,26,34.6,-1.43,26,57.7,1.73,g55_28_1015,mtm_16_8,PE,False
49,49.0,1.03,6.6,0.13,0.23,25,40.0,-0.15,24,58.3,0.61,g55_22_1015,mtm_12_8,PE,False
50,48.0,1.03,5.7,0.11,0.23,25,60.0,5.5,25,36.0,-6.34,g50_25_0945,mtm_8_6,PE,False
50,48.0,1.03,5.7,0.11,0.23,25,60.0,5.5,25,36.0,-6.34,g50_28_0945,mtm_8_6,PE,False
50,54.0,1.03,6.0,0.12,0.22,26,50.0,-0.43,24,58.3,0.81,g62_x_1015,trail_8_4,PE,False
50,54.0,1.03,6.0,0.12,0.22,26,50.0,-0.43,24,58.3,0.81,g65_x_1015,trail_8_4,PE,False
43,53.5,1.03,4.5,0.1,0.22,21,57.1,0.31,22,50.0,0.16,g55_25_1000,trail_6_3,PE,False
43,53.5,1.03,4.5,0.1,0.22,21,57.1,0.31,22,50.0,0.16,g55_28_1000,trail_6_3,PE,False
53,47.2,1.03,6.5,0.12,0.2,28,39.3,-1.01,25,56.0,1.38,g58_x_1015,mtm_16_8,PE,False
46,56.5,1.03,5.0,0.11,0.2,22,50.0,-2.06,24,62.5,1.67,g60_25_1015,trail_8_5,PE,False
46,56.5,1.03,5.0,0.11,0.2,22,50.0,-2.06,24,62.5,1.67,g60_28_1015,trail_8_5,PE,False
43,51.2,1.03,5.2,0.12,0.19,21,52.4,1.28,22,50.0,-0.49,g55_25_1000,trail_10_4,PE,False
43,51.2,1.03,5.2,0.12,0.19,21,52.4,1.28,22,50.0,-0.49,g55_28_1000,trail_10_4,PE,False
39,59.0,1.03,4.2,0.11,0.19,19,73.7,6.8,20,45.0,-6.19,g58_22_0945,trail_10_4,PE,False
39,59.0,1.03,4.2,0.11,0.19,19,73.7,6.8,20,45.0,-6.19,g60_22_0945,trail_10_4,PE,False
45,55.6,1.03,4.4,0.1,0.18,22,50.0,-2.06,23,60.9,1.66,g62_25_1015,trail_8_5,PE,False
45,55.6,1.03,4.4,0.1,0.18,22,50.0,-2.06,23,60.9,1.66,g62_28_1015,trail_8_5,PE,False
45,55.6,1.03,4.4,0.1,0.18,22,50.0,-2.06,23,60.9,1.66,g65_25_1015,trail_8_5,PE,False
45,55.6,1.03,4.4,0.1,0.18,22,50.0,-2.06,23,60.9,1.66,g65_28_1015,trail_8_5,PE,False
44,47.7,1.02,4.3,0.1,0.17,22,59.1,5.87,22,36.4,-6.64,g55_22_0945,mtm_12_8,PE,False
42,47.6,1.02,4.2,0.1,0.17,20,60.0,6.08,22,36.4,-6.19,g58_25_0945,mtm_12_8,PE,False
42,47.6,1.02,4.2,0.1,0.17,20,60.0,6.08,22,36.4,-6.19,g58_28_0945,mtm_12_8,PE,False
42,47.6,1.02,4.2,0.1,0.17,20,60.0,6.08,22,36.4,-6.19,g60_25_0945,mtm_12_8,PE,False
42,47.6,1.02,4.2,0.1,0.17,20,60.0,6.08,22,36.4,-6.19,g60_28_0945,mtm_12_8,PE,False
47,46.8,1.02,3.9,0.08,0.16,23,56.5,4.95,24,37.5,-5.73,g55_25_0945,mtm_8_6,PE,False
47,46.8,1.02,3.9,0.08,0.16,23,56.5,4.95,24,37.5,-5.73,g55_28_0945,mtm_8_6,PE,False
51,45.1,1.02,4.4,0.09,0.14,27,33.3,-1.53,24,58.3,1.79,g50_22_1015,mtm_16_8,PE,False
43,48.8,1.02,2.9,0.07,0.14,21,61.9,5.9,22,36.4,-6.89,g50_18_0945,mtm_8_6,PE,False
52,55.8,1.02,3.9,0.07,0.14,26,50.0,-1.17,26,61.5,1.26,g55_25_1015,trail_8_4,PE,False
52,55.8,1.02,3.9,0.07,0.14,26,50.0,-1.17,26,61.5,1.26,g55_28_1015,trail_8_4,PE,False
43,46.5,1.02,3.8,0.09,0.13,21,33.3,-2.34,22,59.1,1.8,g60_22_1015,mtm_20_10,PE,False
43,46.5,1.03,6.7,0.16,0.12,21,42.9,1.78,22,50.0,-3.37,g58_30_0945,hold,PE,False
43,46.5,1.03,6.7,0.16,0.12,21,42.9,1.78,22,50.0,-3.37,g58_35_0945,hold,PE,False
43,46.5,1.03,6.7,0.16,0.12,21,42.9,1.78,22,50.0,-3.37,g60_30_0945,hold,PE,False
43,46.5,1.03,6.7,0.16,0.12,21,42.9,1.78,22,50.0,-3.37,g60_35_0945,hold,PE,False
51,47.1,1.02,4.1,0.08,0.12,26,38.5,-0.85,25,56.0,0.88,g60_x_1015,mtm_20_10,PE,False
38,57.9,1.02,2.7,0.07,0.12,19,73.7,6.8,19,42.1,-6.55,g62_22_0945,trail_10_4,PE,False
38,57.9,1.02,2.7,0.07,0.12,19,73.7,6.8,19,42.1,-6.55,g65_22_0945,trail_10_4,PE,False
54,55.6,1.02,3.6,0.07,0.12,28,50.0,-1.15,26,61.5,1.26,g50_25_1015,trail_8_4,PE,False
54,55.6,1.02,3.6,0.07,0.12,28,50.0,-1.15,26,61.5,1.26,g50_28_1015,trail_8_4,PE,False
42,45.2,1.02,3.2,0.08,0.11,21,33.3,-2.34,21,57.1,1.8,g62_22_1015,mtm_20_10,PE,False
42,45.2,1.02,3.2,0.08,0.11,21,33.3,-2.34,21,57.1,1.8,g65_22_1015,mtm_20_10,PE,False
41,46.3,1.02,2.8,0.07,0.11,20,60.0,6.08,21,33.3,-6.51,g62_25_0945,mtm_12_8,PE,False
41,46.3,1.02,2.8,0.07,0.11,20,60.0,6.08,21,33.3,-6.51,g62_28_0945,mtm_12_8,PE,False
41,46.3,1.02,2.8,0.07,0.11,20,60.0,6.08,21,33.3,-6.51,g65_25_0945,mtm_12_8,PE,False
41,46.3,1.02,2.8,0.07,0.11,20,60.0,6.08,21,33.3,-6.51,g65_28_0945,mtm_12_8,PE,False
55,47.3,1.02,3.0,0.05,0.11,29,55.2,3.97,26,38.5,-5.1,g50_x_0945,mtm_8_6,PE,False
50,46.0,1.02,3.5,0.07,0.1,26,38.5,-0.85,24,54.2,0.87,g62_x_1015,mtm_20_10,PE,False
50,46.0,1.02,3.5,0.07,0.1,26,38.5,-0.85,24,54.2,0.87,g65_x_1015,mtm_20_10,PE,False
43,53.5,1.01,1.9,0.04,0.1,23,56.5,0.32,20,50.0,-0.09,g50_22_1000,trail_6_3,PE,False
42,45.2,1.02,5.2,0.12,0.09,21,42.9,1.78,21,47.6,-3.55,g62_30_0945,hold,PE,False
42,45.2,1.02,5.2,0.12,0.09,21,42.9,1.78,21,47.6,-3.55,g62_35_0945,hold,PE,False
42,45.2,1.02,5.2,0.12,0.09,21,42.9,1.78,21,47.6,-3.55,g65_30_0945,hold,PE,False
42,45.2,1.02,5.2,0.12,0.09,21,42.9,1.78,21,47.6,-3.55,g65_35_0945,hold,PE,False
47,51.1,1.01,2.5,0.05,0.09,25,52.0,0.88,22,50.0,-0.49,g50_30_1000,trail_10_4,PE,False
47,51.1,1.01,2.5,0.05,0.09,25,52.0,0.88,22,50.0,-0.49,g50_35_1000,trail_10_4,PE,False
49,57.1,1.01,2.3,0.05,0.09,25,52.0,-1.87,24,62.5,1.49,g55_22_1015,trail_8_5,PE,False
49,55.1,1.01,2.3,0.05,0.09,25,48.0,-1.44,24,62.5,1.47,g58_30_1015,trail_8_4,PE,False
49,55.1,1.01,2.3,0.05,0.09,25,48.0,-1.44,24,62.5,1.47,g58_35_1015,trail_8_4,PE,False
43,58.1,1.01,1.8,0.04,0.07,21,71.4,6.18,22,45.5,-5.25,g50_18_0945,trail_10_4,PE,False
51,56.9,1.01,1.9,0.04,0.07,27,51.9,-1.82,24,62.5,1.49,g50_22_1015,trail_8_5,PE,False
52,48.1,1.01,2.3,0.04,0.07,26,38.5,-0.79,26,57.7,0.89,g55_25_1015,mtm_12_8,PE,False
52,48.1,1.01,2.3,0.04,0.07,26,38.5,-0.79,26,57.7,0.89,g55_28_1015,mtm_12_8,PE,False
53,54.7,1.01,2.1,0.04,0.07,28,50.0,-0.73,25,60.0,0.83,g58_x_1015,trail_8_4,PE,False
47,46.8,1.01,1.7,0.04,0.06,23,56.5,4.92,24,37.5,-5.11,g55_25_0945,mtm_12_8,PE,False
47,46.8,1.01,1.7,0.04,0.06,23,56.5,4.92,24,37.5,-5.11,g55_28_0945,mtm_12_8,PE,False
48,45.8,1.01,1.8,0.04,0.06,25,36.0,-0.7,23,56.5,0.82,g50_18_1015,mtm_16_8,PE,False
40,47.5,1.01,1.0,0.03,0.05,19,57.9,5.24,21,38.1,-6.18,g55_18_0945,mtm_8_6,PE,False
52,46.2,1.01,1.1,0.02,0.04,27,51.9,3.44,25,40.0,-4.51,g55_x_0945,mtm_8_6,PE,False
53,49.1,1.01,1.1,0.02,0.04,28,42.9,-0.38,25,56.0,0.47,g58_x_1015,mtm_12_8,PE,False
47,53.2,1.0,0.3,0.01,0.02,25,56.0,-0.17,22,50.0,0.16,g50_30_1000,trail_6_3,PE,False
47,53.2,1.0,0.3,0.01,0.02,25,56.0,-0.17,22,50.0,0.16,g50_35_1000,trail_6_3,PE,False
48,56.2,1.0,0.5,0.01,0.02,24,50.0,-2.31,24,62.5,1.67,g58_25_1015,trail_8_5,PE,False
48,56.2,1.0,0.5,0.01,0.02,24,50.0,-2.31,24,62.5,1.67,g58_28_1015,trail_8_5,PE,False
47,53.2,1.0,0.5,0.01,0.02,23,47.8,0.48,24,58.3,-0.38,g60_30_1015,trail_10_4,PE,False
47,53.2,1.0,0.5,0.01,0.02,23,47.8,0.48,24,58.3,-0.38,g60_35_1015,trail_10_4,PE,False
40,52.5,1.0,0.2,0.01,0.01,21,52.4,-0.59,19,52.6,0.5,g50_18_1000,trail_6_3,PE,False
46,58.7,1.0,-0.1,-0.0,-0.0,23,56.5,-0.67,23,60.9,0.47,g55_18_1015,trail_8_5,PE,False
46,52.2,1.0,-0.1,-0.0,-0.0,23,47.8,0.48,23,56.5,-0.43,g62_30_1015,trail_10_4,PE,False
46,52.2,1.0,-0.1,-0.0,-0.0,23,47.8,0.48,23,56.5,-0.43,g62_35_1015,trail_10_4,PE,False
46,52.2,1.0,-0.1,-0.0,-0.0,23,47.8,0.48,23,56.5,-0.43,g65_30_1015,trail_10_4,PE,False
46,52.2,1.0,-0.1,-0.0,-0.0,23,47.8,0.48,23,56.5,-0.43,g65_35_1015,trail_10_4,PE,False
46,50.0,1.0,-0.2,-0.0,-0.01,24,50.0,0.67,22,50.0,-0.49,g50_25_1000,trail_10_4,PE,False
46,50.0,1.0,-0.2,-0.0,-0.01,24,50.0,0.67,22,50.0,-0.49,g50_28_1000,trail_10_4,PE,False
48,58.3,1.0,-0.4,-0.01,-0.02,25,56.0,-0.67,23,60.9,0.47,g50_18_1015,trail_8_5,PE,False
53,45.3,1.0,-0.7,-0.01,-0.02,27,33.3,-1.9,26,57.7,1.73,g55_30_1015,mtm_16_8,PE,False
53,45.3,1.0,-0.7,-0.01,-0.02,27,33.3,-1.9,26,57.7,1.73,g55_35_1015,mtm_16_8,PE,False
51,47.1,1.0,-0.7,-0.01,-0.03,26,57.7,4.79,25,36.0,-6.34,g50_30_0945,mtm_8_6,PE,False
51,47.1,1.0,-0.7,-0.01,-0.03,26,57.7,4.79,25,36.0,-6.34,g50_35_0945,mtm_8_6,PE,False
48,45.8,0.99,-2.0,-0.04,-0.03,24,41.7,1.33,24,50.0,-2.91,g55_30_0945,hold,PE,False
48,45.8,0.99,-2.0,-0.04,-0.03,24,41.7,1.33,24,50.0,-2.91,g55_35_0945,hold,PE,False
40,55.0,0.99,-1.0,-0.02,-0.04,19,52.6,1.88,21,57.1,-1.59,g60_18_1015,trail_10_4,PE,False
43,53.5,0.99,-1.1,-0.03,-0.04,21,47.6,0.3,22,59.1,-0.32,g60_22_1015,trail_10_4,PE,False
40,47.5,0.99,-1.4,-0.04,-0.05,19,36.8,-1.04,21,57.1,0.61,g60_18_1015,mtm_20_10,PE,False
39,53.8,0.99,-1.6,-0.04,-0.07,19,52.6,1.88,20,55.0,-1.68,g62_18_1015,trail_10_4,PE,False
42,52.4,0.99,-1.7,-0.04,-0.07,21,47.6,0.3,21,57.1,-0.37,g62_22_1015,trail_10_4,PE,False
39,53.8,0.99,-1.6,-0.04,-0.07,19,52.6,1.88,20,55.0,-1.68,g65_18_1015,trail_10_4,PE,False
42,52.4,0.99,-1.7,-0.04,-0.07,21,47.6,0.3,21,57.1,-0.37,g65_22_1015,trail_10_4,PE,False
39,46.2,0.99,-2.0,-0.05,-0.08,19,36.8,-1.04,20,55.0,0.59,g62_18_1015,mtm_20_10,PE,False
39,46.2,0.99,-2.0,-0.05,-0.08,19,36.8,-1.04,20,55.0,0.59,g65_18_1015,mtm_20_10,PE,False
48,45.8,0.99,-2.6,-0.05,-0.11,24,54.2,4.24,24,37.5,-5.73,g55_30_0945,mtm_8_6,PE,False
48,45.8,0.99,-2.6,-0.05,-0.11,24,54.2,4.24,24,37.5,-5.73,g55_35_0945,mtm_8_6,PE,False
44,56.8,0.98,-2.6,-0.06,-0.11,22,68.2,5.14,22,45.5,-5.21,g55_22_0945,trail_10_4,PE,False
49,44.9,0.98,-3.8,-0.08,-0.11,25,32.0,-2.16,24,58.3,1.59,g58_30_1015,mtm_20_10,PE,False
49,44.9,0.98,-3.8,-0.08,-0.11,25,32.0,-2.16,24,58.3,1.59,g58_35_1015,mtm_20_10,PE,False
46,52.2,0.98,-2.7,-0.06,-0.12,24,54.2,-0.49,22,50.0,0.16,g50_25_1000,trail_6_3,PE,False
46,52.2,0.98,-2.7,-0.06,-0.12,24,54.2,-0.49,22,50.0,0.16,g50_28_1000,trail_6_3,PE,False
48,47.9,0.98,-3.4,-0.07,-0.12,25,40.0,0.01,23,56.5,-0.26,g50_18_1015,mtm_12_8,PE,False
54,44.4,0.98,-4.0,-0.07,-0.12,28,32.1,-2.06,26,57.7,1.73,g50_25_1015,mtm_16_8,PE,False
54,44.4,0.98,-4.0,-0.07,-0.12,28,32.1,-2.06,26,57.7,1.73,g50_28_1015,mtm_16_8,PE,False
51,52.9,0.98,-3.7,-0.07,-0.12,26,50.0,1.03,25,56.0,-1.13,g60_x_1015,trail_10_4,PE,False
47,55.3,0.98,-3.3,-0.07,-0.13,23,47.8,-2.77,24,62.5,1.67,g60_30_1015,trail_8_5,PE,False
47,55.3,0.98,-3.3,-0.07,-0.13,23,47.8,-2.77,24,62.5,1.67,g60_35_1015,trail_8_5,PE,False
53,45.3,0.98,-4.8,-0.09,-0.13,27,33.3,-2.04,26,57.7,1.41,g55_30_1015,mtm_20_10,PE,False
53,45.3,0.98,-4.8,-0.09,-0.13,27,33.3,-2.04,26,57.7,1.41,g55_35_1015,mtm_20_10,PE,False
50,52.0,0.98,-4.3,-0.09,-0.14,26,50.0,1.03,24,54.2,-1.19,g62_x_1015,trail_10_4,PE,False
50,52.0,0.98,-4.3,-0.09,-0.14,26,50.0,1.03,24,54.2,-1.19,g65_x_1015,trail_10_4,PE,False
47,46.8,0.97,-8.4,-0.18,-0.14,24,45.8,1.54,23,47.8,-3.86,g58_x_0945,hold,PE,False
47,46.8,0.97,-8.4,-0.18,-0.14,24,45.8,1.54,23,47.8,-3.86,g60_x_0945,hold,PE,False
53,54.7,0.98,-4.4,-0.08,-0.15,27,48.1,-1.75,26,61.5,1.26,g55_30_1015,trail_8_4,PE,False
53,54.7,0.98,-4.4,-0.08,-0.15,27,48.1,-1.75,26,61.5,1.26,g55_35_1015,trail_8_4,PE,False
57,54.4,0.98,-4.6,-0.08,-0.15,30,50.0,-1.05,27,59.3,0.67,g55_x_1015,trail_8_4,PE,False
46,54.3,0.98,-3.9,-0.08,-0.15,23,47.8,-2.77,23,60.9,1.66,g62_30_1015,trail_8_5,PE,False
46,54.3,0.98,-3.9,-0.08,-0.15,23,47.8,-2.77,23,60.9,1.66,g62_35_1015,trail_8_5,PE,False
46,54.3,0.98,-3.9,-0.08,-0.15,23,47.8,-2.77,23,60.9,1.66,g65_30_1015,trail_8_5,PE,False
46,54.3,0.98,-3.9,-0.08,-0.15,23,47.8,-2.77,23,60.9,1.66,g65_35_1015,trail_8_5,PE,False
59,54.2,0.98,-5.0,-0.08,-0.16,32,50.0,-1.04,27,59.3,0.67,g50_x_1015,trail_8_4,PE,False
55,54.5,0.98,-4.8,-0.09,-0.16,29,48.3,-1.71,26,61.5,1.26,g50_30_1015,trail_8_4,PE,False
55,54.5,0.98,-4.8,-0.09,-0.16,29,48.3,-1.71,26,61.5,1.26,g50_35_1015,trail_8_4,PE,False
43,48.8,0.98,-4.2,-0.1,-0.17,21,61.9,5.58,22,36.4,-6.6,g50_18_0945,mtm_12_8,PE,False
51,47.1,0.98,-5.0,-0.1,-0.17,27,37.0,-0.91,24,58.3,0.61,g50_22_1015,mtm_12_8,PE,False
49,53.1,0.98,-5.2,-0.11,-0.17,25,48.0,0.05,24,58.3,-0.38,g58_30_1015,trail_10_4,PE,False
49,53.1,0.98,-5.2,-0.11,-0.17,25,48.0,0.05,24,58.3,-0.38,g58_35_1015,trail_10_4,PE,False
46,45.7,0.96,-9.8,-0.21,-0.17,24,45.8,1.54,22,45.5,-4.04,g62_x_0945,hold,PE,False
46,45.7,0.96,-9.8,-0.21,-0.17,24,45.8,1.54,22,45.5,-4.04,g65_x_0945,hold,PE,False
51,54.9,0.97,-5.3,-0.1,-0.19,26,50.0,-1.98,25,60.0,1.07,g60_x_1015,trail_8_5,PE,False
53,52.8,0.97,-6.1,-0.12,-0.19,27,48.1,0.09,26,57.7,-0.45,g55_30_1015,trail_10_4,PE,False
53,52.8,0.97,-6.1,-0.12,-0.19,27,48.1,0.09,26,57.7,-0.45,g55_35_1015,trail_10_4,PE,False
57,45.6,0.97,-6.6,-0.12,-0.19,30,36.7,-1.64,27,55.6,1.2,g55_x_1015,mtm_16_8,PE,False
53,47.2,0.97,-6.1,-0.11,-0.2,27,37.0,-1.31,26,57.7,0.89,g55_30_1015,mtm_12_8,PE,False
53,47.2,0.97,-6.1,-0.11,-0.2,27,37.0,-1.31,26,57.7,0.89,g55_35_1015,mtm_12_8,PE,False
52,55.8,0.97,-6.2,-0.12,-0.22,26,50.0,-2.61,26,61.5,1.45,g55_25_1015,trail_8_5,PE,False
52,55.8,0.97,-6.2,-0.12,-0.22,26,50.0,-2.61,26,61.5,1.45,g55_28_1015,trail_8_5,PE,False
50,54.0,0.97,-5.9,-0.12,-0.22,26,50.0,-1.98,24,58.3,1.05,g62_x_1015,trail_8_5,PE,False
50,54.0,0.97,-5.9,-0.12,-0.22,26,50.0,-1.98,24,58.3,1.05,g65_x_1015,trail_8_5,PE,False
54,55.6,0.97,-6.5,-0.12,-0.23,28,50.0,-2.54,26,61.5,1.45,g50_25_1015,trail_8_5,PE,False
54,55.6,0.97,-6.5,-0.12,-0.23,28,50.0,-2.54,26,61.5,1.45,g50_28_1015,trail_8_5,PE,False
47,57.4,0.97,-6.3,-0.13,-0.24,24,70.8,5.5,23,43.5,-5.87,g50_22_0945,trail_10_4,PE,False
42,57.1,0.97,-5.7,-0.13,-0.24,20,70.0,5.21,22,45.5,-5.32,g58_25_0945,trail_10_4,PE,False
42,57.1,0.97,-5.7,-0.13,-0.24,20,70.0,5.21,22,45.5,-5.32,g58_28_0945,trail_10_4,PE,False
42,57.1,0.97,-5.7,-0.13,-0.24,20,70.0,5.21,22,45.5,-5.32,g60_25_0945,trail_10_4,PE,False
42,57.1,0.97,-5.7,-0.13,-0.24,20,70.0,5.21,22,45.5,-5.32,g60_28_0945,trail_10_4,PE,False
45,53.3,0.96,-6.8,-0.15,-0.25,23,47.8,-0.18,22,59.1,-0.32,g58_22_1015,trail_10_4,PE,False
49,53.1,0.96,-7.7,-0.16,-0.27,25,48.0,-0.13,24,58.3,-0.39,g55_22_1015,trail_10_4,PE,False
42,54.8,0.96,-6.6,-0.16,-0.27,21,52.4,1.22,21,57.1,-1.59,g58_18_1015,trail_10_4,PE,False
52,46.2,0.94,-17.0,-0.33,-0.27,27,44.4,1.14,25,48.0,-3.38,g55_x_0945,hold,PE,False
46,45.7,0.96,-8.6,-0.19,-0.28,22,31.8,-3.13,24,58.3,1.59,g60_25_1015,mtm_20_10,PE,False
46,45.7,0.96,-8.6,-0.19,-0.28,22,31.8,-3.13,24,58.3,1.59,g60_28_1015,mtm_20_10,PE,False
49,55.1,0.96,-7.8,-0.16,-0.29,25,48.0,-2.96,24,62.5,1.67,g58_30_1015,trail_8_5,PE,False
49,55.1,0.96,-7.8,-0.16,-0.29,25,48.0,-2.96,24,62.5,1.67,g58_35_1015,trail_8_5,PE,False
46,54.3,0.96,-7.6,-0.17,-0.29,23,52.2,1.21,23,56.5,-1.56,g55_18_1015,trail_10_4,PE,False
35,57.1,0.96,-4.3,-0.12,-0.3,16,68.8,3.95,19,47.4,-3.78,g58_18_0945,trail_6_3,PE,False
35,57.1,0.96,-4.3,-0.12,-0.3,16,68.8,3.95,19,47.4,-3.78,g60_18_0945,trail_6_3,PE,False
41,56.1,0.96,-7.1,-0.17,-0.3,20,70.0,5.21,21,42.9,-5.6,g62_25_0945,trail_10_4,PE,False
41,56.1,0.96,-7.1,-0.17,-0.3,20,70.0,5.21,21,42.9,-5.6,g62_28_0945,trail_10_4,PE,False
41,56.1,0.96,-7.1,-0.17,-0.3,20,70.0,5.21,21,42.9,-5.6,g65_25_0945,trail_10_4,PE,False
41,56.1,0.96,-7.1,-0.17,-0.3,20,70.0,5.21,21,42.9,-5.6,g65_28_0945,trail_10_4,PE,False
54,46.3,0.96,-9.4,-0.17,-0.3,28,35.7,-1.49,26,57.7,0.89,g50_25_1015,mtm_12_8,PE,False
54,46.3,0.96,-9.4,-0.17,-0.3,28,35.7,-1.49,26,57.7,0.89,g50_28_1015,mtm_12_8,PE,False
53,52.8,0.96,-9.3,-0.18,-0.3,28,50.0,0.59,25,56.0,-1.13,g58_x_1015,trail_10_4,PE,False
45,44.4,0.96,-9.2,-0.21,-0.3,22,31.8,-3.13,23,56.5,1.59,g62_25_1015,mtm_20_10,PE,False
45,44.4,0.96,-9.2,-0.21,-0.3,22,31.8,-3.13,23,56.5,1.59,g62_28_1015,mtm_20_10,PE,False
45,44.4,0.96,-9.2,-0.21,-0.3,22,31.8,-3.13,23,56.5,1.59,g65_25_1015,mtm_20_10,PE,False
45,44.4,0.96,-9.2,-0.21,-0.3,22,31.8,-3.13,23,56.5,1.59,g65_28_1015,mtm_20_10,PE,False
57,52.6,0.96,-10.3,-0.18,-0.31,30,50.0,0.61,27,55.6,-1.14,g55_x_1015,trail_10_4,PE,False
39,56.4,0.96,-5.1,-0.13,-0.32,19,68.4,3.99,20,45.0,-4.4,g58_22_0945,trail_6_3,PE,False
