n,wr,pf,total,avg,sharpe,n1,wr1,sh1,n2,wr2,sh2,signals,vehicle,side,passed
43,53.5,1.34,49.8,1.16,1.99,22,59.1,4.41,21,47.6,-0.04,g58_x_1000,mtm_12_8,PE,False
43,53.5,1.34,49.8,1.16,1.99,22,59.1,4.41,21,47.6,-0.04,g60_x_1000,mtm_12_8,PE,False
40,60.0,1.36,42.8,1.07,1.99,20,70.0,4.73,20,50.0,0.71,g58_30_1000,trail_8_4,PE,False
40,60.0,1.36,42.8,1.07,1.99,20,70.0,4.73,20,50.0,0.71,g58_35_1000,trail_8_4,PE,False
40,60.0,1.36,42.8,1.07,1.99,20,70.0,4.73,20,50.0,0.71,g60_30_1000,trail_8_4,PE,False
40,60.0,1.36,42.8,1.07,1.99,20,70.0,4.73,20,50.0,0.71,g60_35_1000,trail_8_4,PE,False
50,48.0,1.62,142.7,2.85,1.96,26,38.5,0.88,24,58.3,2.7,g62_x_1015,hold,PE,False
50,48.0,1.62,142.7,2.85,1.96,26,38.5,0.88,24,58.3,2.7,g65_x_1015,hold,PE,False
40,52.5,1.52,89.2,2.23,1.96,20,50.0,-0.22,20,55.0,2.95,g55_22_1000,hold,PE,False
51,49.0,1.63,143.3,2.81,1.95,26,38.5,0.88,25,60.0,2.66,g60_x_1015,hold,PE,False
42,52.4,1.33,48.1,1.15,1.95,22,59.1,4.41,20,45.0,-0.17,g62_x_1000,mtm_12_8,PE,False
42,52.4,1.33,48.1,1.15,1.95,22,59.1,4.41,20,45.0,-0.17,g65_x_1000,mtm_12_8,PE,False
39,59.0,1.35,41.1,1.05,1.94,20,70.0,4.73,19,47.4,0.6,g62_30_1000,trail_8_4,PE,False
39,59.0,1.35,41.1,1.05,1.94,20,70.0,4.73,19,47.4,0.6,g62_35_1000,trail_8_4,PE,False
39,59.0,1.35,41.1,1.05,1.94,20,70.0,4.73,19,47.4,0.6,g65_30_1000,trail_8_4,PE,False
39,59.0,1.35,41.1,1.05,1.94,20,70.0,4.73,19,47.4,0.6,g65_35_1000,trail_8_4,PE,False
44,50.0,1.33,49.4,1.12,1.93,22,50.0,3.26,22,50.0,0.83,g55_30_1000,mtm_12_8,PE,False
44,50.0,1.33,49.4,1.12,1.93,22,50.0,3.26,22,50.0,0.83,g55_35_1000,mtm_12_8,PE,False
49,46.9,1.6,138.3,2.82,1.92,25,32.0,0.05,24,62.5,3.09,g58_30_1015,hold,PE,False
49,46.9,1.6,138.3,2.82,1.92,25,32.0,0.05,24,62.5,3.09,g58_35_1015,hold,PE,False
50,58.0,1.35,49.2,0.98,1.92,27,63.0,3.24,23,52.2,1.24,g50_x_1000,trail_8_4,PE,False
43,51.2,1.35,63.3,1.47,1.91,22,54.5,3.84,21,47.6,0.05,g58_x_1000,mtm_20_10,PE,False
43,51.2,1.35,63.3,1.47,1.91,22,54.5,3.84,21,47.6,0.05,g60_x_1000,mtm_20_10,PE,False
50,46.0,1.36,64.4,1.29,1.91,27,44.4,2.64,23,47.8,1.07,g50_x_1000,mtm_16_8,PE,False
42,47.6,1.64,113.3,2.7,1.9,21,33.3,-3.59,21,61.9,3.67,g62_22_1015,hold,PE,False
42,47.6,1.64,113.3,2.7,1.9,21,33.3,-3.59,21,61.9,3.67,g65_22_1015,hold,PE,False
43,48.8,1.64,113.9,2.65,1.89,21,33.3,-3.59,22,63.6,3.6,g60_22_1015,hold,PE,False
39,59.0,1.34,40.1,1.03,1.89,19,68.4,4.46,20,50.0,0.71,g58_25_1000,trail_8_4,PE,False
39,59.0,1.34,40.1,1.03,1.89,19,68.4,4.46,20,50.0,0.71,g58_28_1000,trail_8_4,PE,False
39,59.0,1.34,40.1,1.03,1.89,19,68.4,4.46,20,50.0,0.71,g60_25_1000,trail_8_4,PE,False
39,59.0,1.34,40.1,1.03,1.89,19,68.4,4.46,20,50.0,0.71,g60_28_1000,trail_8_4,PE,False
42,50.0,1.34,61.7,1.47,1.88,22,54.5,3.84,20,45.0,-0.05,g62_x_1000,mtm_20_10,PE,False
42,50.0,1.34,61.7,1.47,1.88,22,54.5,3.84,20,45.0,-0.05,g65_x_1000,mtm_20_10,PE,False
47,48.9,1.32,51.3,1.09,1.88,25,48.0,2.99,22,50.0,0.83,g50_30_1000,mtm_12_8,PE,False
47,48.9,1.32,51.3,1.09,1.88,25,48.0,2.99,22,50.0,0.83,g50_35_1000,mtm_12_8,PE,False
50,54.0,1.29,43.8,0.88,1.87,27,55.6,3.38,23,52.2,0.11,g50_x_1000,mtm_8_6,PE,False
51,54.9,1.28,43.9,0.86,1.87,27,48.1,0.7,24,62.5,3.34,g50_22_1015,mtm_8_6,PE,False
45,55.6,1.29,38.6,0.86,1.87,23,47.8,0.51,22,63.6,3.47,g58_22_1015,mtm_8_6,PE,False
53,47.2,1.58,139.6,2.63,1.86,27,33.3,0.07,26,61.5,2.98,g55_30_1015,hold,PE,False
53,47.2,1.58,139.6,2.63,1.86,27,33.3,0.07,26,61.5,2.98,g55_35_1015,hold,PE,False
44,47.7,1.34,63.0,1.43,1.86,22,45.5,3.03,22,50.0,0.75,g55_30_1000,mtm_20_10,PE,False
44,47.7,1.34,63.0,1.43,1.86,22,45.5,3.03,22,50.0,0.75,g55_35_1000,mtm_20_10,PE,False
33,54.5,1.29,28.4,0.86,1.86,16,56.2,4.17,17,52.9,-0.46,g58_18_1000,mtm_8_6,PE,False
33,54.5,1.29,28.4,0.86,1.86,16,56.2,4.17,17,52.9,-0.46,g60_18_1000,mtm_8_6,PE,False
49,55.1,1.28,42.0,0.86,1.86,25,48.0,0.6,24,62.5,3.34,g55_22_1015,mtm_8_6,PE,False
38,57.9,1.33,38.4,1.01,1.84,19,68.4,4.46,19,47.4,0.6,g62_25_1000,trail_8_4,PE,False
38,57.9,1.33,38.4,1.01,1.84,19,68.4,4.46,19,47.4,0.6,g62_28_1000,trail_8_4,PE,False
38,57.9,1.33,38.4,1.01,1.84,19,68.4,4.46,19,47.4,0.6,g65_25_1000,trail_8_4,PE,False
38,57.9,1.33,38.4,1.01,1.84,19,68.4,4.46,19,47.4,0.6,g65_28_1000,trail_8_4,PE,False
43,55.8,1.28,36.1,0.84,1.84,21,47.6,0.32,22,63.6,3.47,g60_22_1015,mtm_8_6,PE,False
40,50.0,1.31,41.1,1.03,1.83,20,50.0,3.3,20,50.0,0.68,g55_22_1000,mtm_12_8,PE,False
43,55.8,1.33,40.6,0.95,1.83,23,60.9,3.88,20,50.0,0.76,g50_22_1000,trail_8_4,PE,False
42,54.8,1.28,35.5,0.85,1.83,21,47.6,0.32,21,61.9,3.48,g62_22_1015,mtm_8_6,PE,False
42,54.8,1.28,35.5,0.85,1.83,21,47.6,0.32,21,61.9,3.48,g65_22_1015,mtm_8_6,PE,False
47,55.3,1.35,49.0,1.04,1.82,25,60.0,2.42,22,50.0,1.66,g50_30_1000,trail_8_5,PE,False
47,55.3,1.35,49.0,1.04,1.82,25,60.0,2.42,22,50.0,1.66,g50_35_1000,trail_8_5,PE,False
49,57.1,1.31,45.0,0.92,1.82,25,52.0,-0.29,24,62.5,3.76,g58_30_1015,trail_6_3,PE,False
49,57.1,1.31,45.0,0.92,1.82,25,52.0,-0.29,24,62.5,3.76,g58_35_1015,trail_6_3,PE,False
40,47.5,1.34,54.1,1.35,1.81,21,42.9,2.22,19,52.6,1.38,g50_18_1000,mtm_20_10,PE,False
42,50.0,1.58,107.1,2.55,1.79,21,33.3,-4.55,21,66.7,3.8,g58_18_1015,hold,PE,False
54,57.4,1.3,48.0,0.89,1.79,28,53.6,-0.22,26,61.5,3.67,g50_25_1015,trail_6_3,PE,False
54,57.4,1.3,48.0,0.89,1.79,28,53.6,-0.22,26,61.5,3.67,g50_28_1015,trail_6_3,PE,False
53,56.6,1.31,46.9,0.89,1.79,28,53.6,0.47,25,60.0,3.03,g58_x_1015,trail_6_3,PE,False
43,48.8,1.3,43.0,1.0,1.78,23,47.8,2.98,20,50.0,0.68,g50_22_1000,mtm_12_8,PE,False
47,51.1,1.3,47.5,1.01,1.77,24,54.2,3.68,23,47.8,0.2,g55_x_1000,mtm_12_8,PE,False
32,53.1,1.28,26.8,0.84,1.77,16,56.2,4.17,16,50.0,-0.7,g62_18_1000,mtm_8_6,PE,False
32,53.1,1.28,26.8,0.84,1.77,16,56.2,4.17,16,50.0,-0.7,g65_18_1000,mtm_8_6,PE,False
46,54.3,1.33,46.4,1.01,1.74,24,58.3,2.16,22,50.0,1.66,g50_25_1000,trail_8_5,PE,False
46,54.3,1.33,46.4,1.01,1.74,24,58.3,2.16,22,50.0,1.66,g50_28_1000,trail_8_5,PE,False
46,50.0,1.55,108.4,2.36,1.73,23,34.8,-4.24,23,65.2,3.64,g55_18_1015,hold,PE,False
47,59.6,1.38,68.4,1.46,1.73,24,70.8,5.09,23,47.8,-4.35,g58_x_0945,trail_10_4,PE,False
47,59.6,1.38,68.4,1.46,1.73,24,70.8,5.09,23,47.8,-4.35,g60_x_0945,trail_10_4,PE,False
50,50.0,1.29,49.4,0.99,1.73,27,51.9,3.37,23,47.8,0.2,g50_x_1000,mtm_12_8,PE,False
44,56.8,1.31,40.5,0.92,1.73,22,63.6,3.61,22,50.0,0.88,g55_30_1000,trail_8_4,PE,False
44,56.8,1.31,40.5,0.92,1.73,22,63.6,3.61,22,50.0,0.88,g55_35_1000,trail_8_4,PE,False
53,56.6,1.29,45.5,0.86,1.72,27,51.9,-0.42,26,61.5,3.67,g55_30_1015,trail_6_3,PE,False
53,56.6,1.29,45.5,0.86,1.72,27,51.9,-0.42,26,61.5,3.67,g55_35_1015,trail_6_3,PE,False
46,58.7,1.37,67.0,1.46,1.71,24,70.8,5.09,22,45.5,-4.58,g62_x_0945,trail_10_4,PE,False
46,58.7,1.37,67.0,1.46,1.71,24,70.8,5.09,22,45.5,-4.58,g65_x_0945,trail_10_4,PE,False
37,56.8,1.31,38.3,1.04,1.7,18,61.1,4.73,19,52.6,0.03,g55_18_1000,trail_10_4,PE,False
57,56.1,1.28,47.5,0.83,1.7,30,53.3,0.31,27,59.3,3.0,g55_x_1015,trail_6_3,PE,False
43,58.1,1.37,63.2,1.47,1.69,21,71.4,5.71,22,45.5,-5.32,g58_30_0945,trail_10_4,PE,False
43,58.1,1.37,63.2,1.47,1.69,21,71.4,5.71,22,45.5,-5.32,g58_35_0945,trail_10_4,PE,False
43,58.1,1.37,63.2,1.47,1.69,21,71.4,5.71,22,45.5,-5.32,g60_30_0945,trail_10_4,PE,False
43,58.1,1.37,63.2,1.47,1.69,21,71.4,5.71,22,45.5,-5.32,g60_35_0945,trail_10_4,PE,False
43,44.2,1.31,47.6,1.11,1.68,23,39.1,1.9,20,50.0,1.41,g50_22_1000,mtm_16_8,PE,False
40,52.5,1.26,31.2,0.78,1.68,20,55.0,4.0,20,50.0,-0.73,g55_22_1000,mtm_8_6,PE,False
42,57.1,1.36,61.7,1.47,1.67,21,71.4,5.71,21,42.9,-5.6,g62_30_0945,trail_10_4,PE,False
42,57.1,1.36,61.7,1.47,1.67,21,71.4,5.71,21,42.9,-5.6,g62_35_0945,trail_10_4,PE,False
42,57.1,1.36,61.7,1.47,1.67,21,71.4,5.71,21,42.9,-5.6,g65_30_0945,trail_10_4,PE,False
42,57.1,1.36,61.7,1.47,1.67,21,71.4,5.71,21,42.9,-5.6,g65_35_0945,trail_10_4,PE,False
40,47.5,1.31,50.4,1.26,1.67,20,45.0,2.77,20,50.0,0.69,g55_22_1000,mtm_20_10,PE,False
39,51.3,1.28,42.3,1.09,1.67,19,47.4,2.39,20,55.0,0.99,g62_18_1015,mtm_16_8,PE,False
39,51.3,1.28,42.3,1.09,1.67,19,47.4,2.39,20,55.0,0.99,g65_18_1015,mtm_16_8,PE,False
40,52.5,1.28,42.9,1.07,1.67,19,47.4,2.39,21,57.1,1.01,g60_18_1015,mtm_16_8,PE,False
39,53.8,1.26,30.9,0.79,1.67,19,57.9,4.55,20,50.0,-1.14,g58_25_1000,mtm_8_6,PE,False
39,53.8,1.26,30.9,0.79,1.67,19,57.9,4.55,20,50.0,-1.14,g58_28_1000,mtm_8_6,PE,False
39,53.8,1.26,30.9,0.79,1.67,19,57.9,4.55,20,50.0,-1.14,g60_25_1000,mtm_8_6,PE,False
39,53.8,1.26,30.9,0.79,1.67,19,57.9,4.55,20,50.0,-1.14,g60_28_1000,mtm_8_6,PE,False
53,47.2,1.51,125.3,2.36,1.66,28,35.7,0.15,25,60.0,2.66,g58_x_1015,hold,PE,False
42,50.0,1.27,45.0,1.07,1.64,21,42.9,1.16,21,57.1,2.05,g62_22_1015,mtm_16_8,PE,False
42,50.0,1.27,45.0,1.07,1.64,21,42.9,1.16,21,57.1,2.05,g65_22_1015,mtm_16_8,PE,False
43,51.2,1.28,45.6,1.06,1.64,21,42.9,1.16,22,59.1,2.04,g60_22_1015,mtm_16_8,PE,False
43,55.8,1.29,37.9,0.88,1.64,21,61.9,3.33,22,50.0,0.88,g55_25_1000,trail_8_4,PE,False
43,55.8,1.29,37.9,0.88,1.64,21,61.9,3.33,22,50.0,0.88,g55_28_1000,trail_8_4,PE,False
39,53.8,1.26,37.2,0.95,1.63,19,52.6,3.55,20,55.0,-0.21,g62_18_1015,mtm_12_8,PE,False
39,53.8,1.26,37.2,0.95,1.63,19,52.6,3.55,20,55.0,-0.21,g65_18_1015,mtm_12_8,PE,False
40,55.0,1.27,37.8,0.94,1.63,19,52.6,3.55,21,57.1,-0.16,g60_18_1015,mtm_12_8,PE,False
55,45.5,1.48,124.3,2.26,1.62,29,31.0,-0.49,26,61.5,2.98,g50_30_1015,hold,PE,False
55,45.5,1.48,124.3,2.26,1.62,29,31.0,-0.49,26,61.5,2.98,g50_35_1015,hold,PE,False
57,47.4,1.49,126.6,2.22,1.62,30,36.7,0.17,27,59.3,2.56,g55_x_1015,hold,PE,False
40,50.0,1.4,73.7,1.84,1.61,21,42.9,-2.28,19,57.9,3.24,g50_18_1000,hold,PE,False
39,51.3,1.27,36.7,0.94,1.61,19,52.6,2.87,20,50.0,0.63,g58_25_1000,mtm_12_8,PE,False
39,51.3,1.27,36.7,0.94,1.61,19,52.6,2.87,20,50.0,0.63,g58_28_1000,mtm_12_8,PE,False
39,51.3,1.27,36.7,0.94,1.61,19,52.6,2.87,20,50.0,0.63,g60_25_1000,mtm_12_8,PE,False
39,51.3,1.27,36.7,0.94,1.61,19,52.6,2.87,20,50.0,0.63,g60_28_1000,mtm_12_8,PE,False
47,48.9,1.29,56.9,1.21,1.6,24,50.0,3.31,23,47.8,0.01,g55_x_1000,mtm_20_10,PE,False
38,52.6,1.24,29.2,0.77,1.6,19,57.9,4.55,19,47.4,-1.35,g62_25_1000,mtm_8_6,PE,False
38,52.6,1.24,29.2,0.77,1.6,19,57.9,4.55,19,47.4,-1.35,g62_28_1000,mtm_8_6,PE,False
38,52.6,1.24,29.2,0.77,1.6,19,57.9,4.55,19,47.4,-1.35,g65_25_1000,mtm_8_6,PE,False
38,52.6,1.24,29.2,0.77,1.6,19,57.9,4.55,19,47.4,-1.35,g65_28_1000,mtm_8_6,PE,False
39,48.7,1.29,47.7,1.22,1.59,19,47.4,2.39,20,50.0,0.86,g58_25_1000,mtm_20_10,PE,False
39,48.7,1.29,47.7,1.22,1.59,19,47.4,2.39,20,50.0,0.86,g58_28_1000,mtm_20_10,PE,False
39,48.7,1.29,47.7,1.22,1.59,19,47.4,2.39,20,50.0,0.86,g60_25_1000,mtm_20_10,PE,False
39,48.7,1.29,47.7,1.22,1.59,19,47.4,2.39,20,50.0,0.86,g60_28_1000,mtm_20_10,PE,False
44,52.3,1.24,33.3,0.76,1.59,22,54.5,3.85,22,50.0,-0.74,g55_30_1000,mtm_8_6,PE,False
44,52.3,1.24,33.3,0.76,1.59,22,54.5,3.85,22,50.0,-0.74,g55_35_1000,mtm_8_6,PE,False
38,47.4,1.28,46.1,1.21,1.56,19,47.4,2.39,19,47.4,0.77,g62_25_1000,mtm_20_10,PE,False
38,47.4,1.28,46.1,1.21,1.56,19,47.4,2.39,19,47.4,0.77,g62_28_1000,mtm_20_10,PE,False
38,47.4,1.28,46.1,1.21,1.56,19,47.4,2.39,19,47.4,0.77,g65_25_1000,mtm_20_10,PE,False
38,47.4,1.28,46.1,1.21,1.56,19,47.4,2.39,19,47.4,0.77,g65_28_1000,mtm_20_10,PE,False
38,50.0,1.25,35.0,0.92,1.56,19,52.6,2.87,19,47.4,0.52,g62_25_1000,mtm_12_8,PE,False
38,50.0,1.25,35.0,0.92,1.56,19,52.6,2.87,19,47.4,0.52,g62_28_1000,mtm_12_8,PE,False
38,50.0,1.25,35.0,0.92,1.56,19,52.6,2.87,19,47.4,0.52,g65_25_1000,mtm_12_8,PE,False
38,50.0,1.25,35.0,0.92,1.56,19,52.6,2.87,19,47.4,0.52,g65_28_1000,mtm_12_8,PE,False
45,46.7,1.49,95.9,2.13,1.55,23,30.4,-4.96,22,63.6,3.6,g58_22_1015,hold,PE,False
39,53.8,1.37,70.6,1.81,1.53,19,52.6,-0.89,20,55.0,2.5,g58_25_1000,hold,PE,False
39,53.8,1.37,70.6,1.81,1.53,19,52.6,-0.89,20,55.0,2.5,g58_28_1000,hold,PE,False
39,53.8,1.37,70.6,1.81,1.53,19,52.6,-0.89,20,55.0,2.5,g60_25_1000,hold,PE,False
39,53.8,1.37,70.6,1.81,1.53,19,52.6,-0.89,20,55.0,2.5,g60_28_1000,hold,PE,False
55,56.4,1.25,41.6,0.76,1.53,29,51.7,-0.7,26,61.5,3.67,g50_30_1015,trail_6_3,PE,False
55,56.4,1.25,41.6,0.76,1.53,29,51.7,-0.7,26,61.5,3.67,g50_35_1015,trail_6_3,PE,False
59,55.9,1.25,43.5,0.74,1.52,32,53.1,0.02,27,59.3,3.0,g50_x_1015,trail_6_3,PE,False
38,52.6,1.36,69.0,1.82,1.51,19,52.6,-0.89,19,52.6,2.51,g62_25_1000,hold,PE,False
38,52.6,1.36,69.0,1.82,1.51,19,52.6,-0.89,19,52.6,2.51,g62_28_1000,hold,PE,False
38,52.6,1.36,69.0,1.82,1.51,19,52.6,-0.89,19,52.6,2.51,g65_25_1000,hold,PE,False
38,52.6,1.36,69.0,1.82,1.51,19,52.6,-0.89,19,52.6,2.51,g65_28_1000,hold,PE,False
49,46.9,1.47,97.2,1.98,1.5,25,32.0,-4.65,24,62.5,3.45,g55_22_1015,hold,PE,False
47,55.3,1.26,36.5,0.78,1.48,25,60.0,2.63,22,50.0,0.88,g50_30_1000,trail_8_4,PE,False
47,55.3,1.26,36.5,0.78,1.48,25,60.0,2.63,22,50.0,0.88,g50_35_1000,trail_8_4,PE,False
48,47.9,1.44,93.1,1.94,1.45,25,32.0,-5.2,23,65.2,3.64,g50_18_1015,hold,PE,False
46,43.5,1.26,44.6,0.97,1.45,24,37.5,1.19,22,50.0,1.68,g50_25_1000,mtm_16_8,PE,False
46,43.5,1.26,44.6,0.97,1.45,24,37.5,1.19,22,50.0,1.68,g50_28_1000,mtm_16_8,PE,False
43,53.5,1.23,36.1,0.84,1.45,21,47.6,2.11,22,59.1,0.79,g60_22_1015,mtm_12_8,PE,False
52,57.7,1.3,61.6,1.18,1.44,27,66.7,4.39,25,48.0,-3.75,g55_x_0945,trail_10_4,PE,False
42,52.4,1.23,35.5,0.85,1.44,21,47.6,2.11,21,57.1,0.76,g62_22_1015,mtm_12_8,PE,False
42,52.4,1.23,35.5,0.85,1.44,21,47.6,2.11,21,57.1,0.76,g65_22_1015,mtm_12_8,PE,False
43,58.1,1.24,29.0,0.67,1.44,22,63.6,1.99,21,52.4,1.1,g58_x_1000,trail_6_3,PE,False
43,58.1,1.24,29.0,0.67,1.44,22,63.6,1.99,21,52.4,1.1,g60_x_1000,trail_6_3,PE,False
54,53.7,1.21,36.2,0.67,1.44,28,46.4,0.14,26,61.5,2.97,g50_25_1015,mtm_8_6,PE,False
54,53.7,1.21,36.2,0.67,1.44,28,46.4,0.14,26,61.5,2.97,g50_28_1015,mtm_8_6,PE,False
43,48.8,1.35,67.6,1.57,1.42,23,43.5,-2.17,20,55.0,2.95,g50_22_1000,hold,PE,False
52,53.8,1.21,34.3,0.66,1.42,26,46.2,-0.0,26,61.5,2.97,g55_25_1015,mtm_8_6,PE,False
52,53.8,1.21,34.3,0.66,1.42,26,46.2,-0.0,26,61.5,2.97,g55_28_1015,mtm_8_6,PE,False
45,46.7,1.42,88.5,1.97,1.41,22,31.8,-4.52,23,60.9,3.15,g62_25_1015,hold,PE,False
45,46.7,1.42,88.5,1.97,1.41,22,31.8,-4.52,23,60.9,3.15,g62_28_1015,hold,PE,False
45,46.7,1.42,88.5,1.97,1.41,22,31.8,-4.52,23,60.9,3.15,g65_25_1015,hold,PE,False
45,46.7,1.42,88.5,1.97,1.41,22,31.8,-4.52,23,60.9,3.15,g65_28_1015,hold,PE,False
46,47.8,1.42,89.1,1.94,1.4,22,31.8,-4.52,24,62.5,3.09,g60_25_1015,hold,PE,False
46,47.8,1.42,89.1,1.94,1.4,22,31.8,-4.52,24,62.5,3.09,g60_28_1015,hold,PE,False
43,48.8,1.23,34.4,0.8,1.4,21,47.6,2.15,22,50.0,0.83,g55_25_1000,mtm_12_8,PE,False
43,48.8,1.23,34.4,0.8,1.4,21,47.6,2.15,22,50.0,0.83,g55_28_1000,mtm_12_8,PE,False
59,45.8,1.41,111.3,1.89,1.39,32,34.4,-0.38,27,59.3,2.56,g50_x_1015,hold,PE,False
48,56.2,1.29,56.3,1.17,1.39,24,66.7,4.87,24,45.8,-4.57,g55_30_0945,trail_10_4,PE,False
48,56.2,1.29,56.3,1.17,1.39,24,66.7,4.87,24,45.8,-4.57,g55_35_0945,trail_10_4,PE,False
46,54.3,1.24,33.8,0.73,1.39,24,58.3,2.38,22,50.0,0.88,g50_25_1000,trail_8_4,PE,False
46,54.3,1.24,33.8,0.73,1.39,24,58.3,2.38,22,50.0,0.88,g50_28_1000,trail_8_4,PE,False
48,54.2,1.2,30.9,0.64,1.39,24,45.8,-0.13,24,62.5,3.05,g58_25_1015,mtm_8_6,PE,False
48,54.2,1.2,30.9,0.64,1.39,24,45.8,-0.13,24,62.5,3.05,g58_28_1015,mtm_8_6,PE,False
40,55.0,1.24,33.0,0.82,1.38,21,57.1,3.44,19,52.6,0.03,g50_18_1000,trail_10_4,PE,False
46,47.8,1.22,36.3,0.79,1.38,24,45.8,2.01,22,50.0,0.83,g50_25_1000,mtm_12_8,PE,False
46,47.8,1.22,36.3,0.79,1.38,24,45.8,2.01,22,50.0,0.83,g50_28_1000,mtm_12_8,PE,False
42,57.1,1.23,27.3,0.65,1.38,22,63.6,1.99,20,50.0,0.98,g62_x_1000,trail_6_3,PE,False
42,57.1,1.23,27.3,0.65,1.38,22,63.6,1.99,20,50.0,0.98,g65_x_1000,trail_6_3,PE,False
43,51.2,1.32,66.1,1.54,1.35,21,47.6,-1.41,22,54.5,2.4,g55_25_1000,hold,PE,False
43,51.2,1.32,66.1,1.54,1.35,21,47.6,-1.41,22,54.5,2.4,g55_28_1000,hold,PE,False
46,54.3,1.2,28.4,0.62,1.34,22,45.5,-0.38,24,62.5,3.05,g60_25_1015,mtm_8_6,PE,False
46,54.3,1.2,28.4,0.62,1.34,22,45.5,-0.38,24,62.5,3.05,g60_28_1015,mtm_8_6,PE,False
45,53.3,1.19,27.8,0.62,1.32,22,45.5,-0.38,23,60.9,3.06,g62_25_1015,mtm_8_6,PE,False
45,53.3,1.19,27.8,0.62,1.32,22,45.5,-0.38,23,60.9,3.06,g62_28_1015,mtm_8_6,PE,False
45,53.3,1.19,27.8,0.62,1.32,22,45.5,-0.38,23,60.9,3.06,g65_25_1015,mtm_8_6,PE,False
45,53.3,1.19,27.8,0.62,1.32,22,45.5,-0.38,23,60.9,3.06,g65_28_1015,mtm_8_6,PE,False
55,58.2,1.27,58.0,1.05,1.31,29,69.0,4.5,26,46.2,-4.35,g50_x_0945,trail_10_4,PE,False
47,51.1,1.21,38.1,0.81,1.3,24,62.5,6.1,23,39.1,-4.49,g58_x_0945,mtm_12_8,PE,False
47,51.1,1.21,38.1,0.81,1.3,24,62.5,6.1,23,39.1,-4.49,g60_x_0945,mtm_12_8,PE,False
43,51.2,1.19,26.0,0.6,1.3,23,52.2,2.98,20,50.0,-0.73,g50_22_1000,mtm_8_6,PE,False
39,51.3,1.2,25.2,0.65,1.29,19,68.4,8.53,20,35.0,-7.93,g58_22_0945,mtm_8_6,PE,False
39,51.3,1.2,25.2,0.65,1.29,19,68.4,8.53,20,35.0,-7.93,g60_22_0945,mtm_8_6,PE,False
43,46.5,1.22,41.3,0.96,1.28,21,42.9,1.88,22,50.0,0.75,g55_25_1000,mtm_20_10,PE,False
43,46.5,1.22,41.3,0.96,1.28,21,42.9,1.88,22,50.0,0.75,g55_28_1000,mtm_20_10,PE,False
46,50.0,1.2,36.6,0.8,1.26,24,62.5,6.1,22,36.4,-4.73,g62_x_0945,mtm_12_8,PE,False
46,50.0,1.2,36.6,0.8,1.26,24,62.5,6.1,22,36.4,-4.73,g65_x_0945,mtm_12_8,PE,False
47,51.1,1.19,28.1,0.6,1.26,25,52.0,2.95,22,50.0,-0.74,g50_30_1000,mtm_8_6,PE,False
47,51.1,1.19,28.1,0.6,1.26,25,52.0,2.95,22,50.0,-0.74,g50_35_1000,mtm_8_6,PE,False
51,56.9,1.26,52.7,1.03,1.25,26,69.2,4.96,25,44.0,-5.17,g50_30_0945,trail_10_4,PE,False
51,56.9,1.26,52.7,1.03,1.25,26,69.2,4.96,25,44.0,-5.17,g50_35_0945,trail_10_4,PE,False
46,50.0,1.2,37.1,0.81,1.25,22,40.9,0.41,24,58.3,1.96,g60_25_1015,mtm_16_8,PE,False
46,50.0,1.2,37.1,0.81,1.25,22,40.9,0.41,24,58.3,1.96,g60_28_1015,mtm_16_8,PE,False
45,48.9,1.2,36.5,0.81,1.25,22,40.9,0.41,23,56.5,1.96,g62_25_1015,mtm_16_8,PE,False
45,48.9,1.2,36.5,0.81,1.25,22,40.9,0.41,23,56.5,1.96,g62_28_1015,mtm_16_8,PE,False
45,48.9,1.2,36.5,0.81,1.25,22,40.9,0.41,23,56.5,1.96,g65_25_1015,mtm_16_8,PE,False
45,48.9,1.2,36.5,0.81,1.25,22,40.9,0.41,23,56.5,1.96,g65_28_1015,mtm_16_8,PE,False
51,45.1,1.37,81.9,1.61,1.23,27,29.6,-5.54,24,62.5,3.45,g50_22_1015,hold,PE,False
38,50.0,1.18,23.8,0.63,1.23,19,68.4,8.53,19,31.6,-8.46,g62_22_0945,mtm_8_6,PE,False
38,50.0,1.18,23.8,0.63,1.23,19,68.4,8.53,19,31.6,-8.46,g65_22_0945,mtm_8_6,PE,False
47,55.3,1.26,44.9,0.96,1.2,24,70.8,4.79,23,39.1,-5.8,g58_x_0945,trail_8_4,PE,False
47,55.3,1.26,44.9,0.96,1.2,24,70.8,4.79,23,39.1,-5.8,g60_x_0945,trail_8_4,PE,False
47,44.7,1.21,42.6,0.91,1.2,25,40.0,1.62,22,50.0,0.75,g50_30_1000,mtm_20_10,PE,False
47,44.7,1.21,42.6,0.91,1.2,25,40.0,1.62,22,50.0,0.75,g50_35_1000,mtm_20_10,PE,False
37,51.4,1.18,20.3,0.55,1.18,18,50.0,2.44,19,52.6,-0.07,g55_18_1000,mtm_8_6,PE,False
59,52.5,1.17,31.8,0.54,1.18,32,46.9,0.34,27,59.3,2.21,g50_x_1015,mtm_8_6,PE,False
46,54.3,1.25,43.5,0.94,1.17,24,70.8,4.79,22,36.4,-6.1,g62_x_0945,trail_8_4,PE,False
46,54.3,1.25,43.5,0.94,1.17,24,70.8,4.79,22,36.4,-6.1,g65_x_0945,trail_8_4,PE,False
